entry,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Lab,yield,Base_Name,Ligand_Name,Solvent_Name
1034,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.1,B,0.83,Potassium acetate,1268824-69-6,p-Xylene
1035,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.1,B,5.36,Potassium acetate,JackiePhos,p-Xylene
1036,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.1,B,35.6,Potassium acetate,SCHEMBL15068049,p-Xylene
1037,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.1,B,0,Potassium acetate,Me2PPh,p-Xylene
1038,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.1,B,19.32,Potassium pivalate,P(2-furyl)3,p-Xylene
1039,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.1,B,0,Potassium pivalate,Methyldiphenylphosphine,p-Xylene
1040,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.1,B,10.98,Potassium pivalate,1268824-69-6,p-Xylene
1041,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.1,B,9.9,Potassium pivalate,JackiePhos,p-Xylene
1042,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.1,B,32.37,Potassium pivalate,SCHEMBL15068049,p-Xylene
1043,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.1,B,0,Potassium pivalate,Me2PPh,p-Xylene
1044,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.1,B,30.29,Cesium acetate,P(2-furyl)3,p-Xylene
1045,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.1,B,0,Cesium acetate,Methyldiphenylphosphine,p-Xylene
1046,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.1,B,14.97,Cesium acetate,1268824-69-6,p-Xylene
1047,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.1,B,7.15,Cesium acetate,JackiePhos,p-Xylene
1048,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.1,B,68.35,Cesium acetate,SCHEMBL15068049,p-Xylene
1049,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.1,B,0,Cesium acetate,Me2PPh,p-Xylene
1050,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.1,B,10.05,Cesium pivalate,P(2-furyl)3,p-Xylene
1051,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.1,B,0,Cesium pivalate,Methyldiphenylphosphine,p-Xylene
1052,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.1,B,9.89,Cesium pivalate,1268824-69-6,p-Xylene
1053,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.1,B,8.06,Cesium pivalate,JackiePhos,p-Xylene
1054,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.1,B,16.46,Cesium pivalate,SCHEMBL15068049,p-Xylene
1055,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.1,B,0,Cesium pivalate,Me2PPh,p-Xylene
1056,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,C,60.48,Potassium acetate,P(2-furyl)3,DMAc
1057,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(N(C)C)=O,0.1,C,10.51,Potassium acetate,Methyldiphenylphosphine,DMAc
1058,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,C,15.42,Potassium acetate,1268824-69-6,DMAc
1059,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,C,75.12,Potassium acetate,JackiePhos,DMAc
1060,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,C,83.22,Potassium acetate,SCHEMBL15068049,DMAc
1061,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CC(N(C)C)=O,0.1,C,3.59,Potassium acetate,Me2PPh,DMAc
1062,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,C,76.02,Potassium pivalate,P(2-furyl)3,DMAc
1063,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(N(C)C)=O,0.1,C,30.15,Potassium pivalate,Methyldiphenylphosphine,DMAc
1064,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,C,49.17,Potassium pivalate,1268824-69-6,DMAc
1065,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,C,70.26,Potassium pivalate,JackiePhos,DMAc
1066,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,C,87.59,Potassium pivalate,SCHEMBL15068049,DMAc
1067,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CC(N(C)C)=O,0.1,C,3.35,Potassium pivalate,Me2PPh,DMAc
1068,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,C,29.06,Cesium acetate,P(2-furyl)3,DMAc
1069,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(N(C)C)=O,0.1,C,4.61,Cesium acetate,Methyldiphenylphosphine,DMAc
1070,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,C,26.78,Cesium acetate,1268824-69-6,DMAc
1071,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,C,67.63,Cesium acetate,JackiePhos,DMAc
1072,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,C,81.63,Cesium acetate,SCHEMBL15068049,DMAc
1073,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CC(N(C)C)=O,0.1,C,19.02,Cesium acetate,Me2PPh,DMAc
1074,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,C,62.32,Cesium pivalate,P(2-furyl)3,DMAc
1075,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(N(C)C)=O,0.1,C,3.7,Cesium pivalate,Methyldiphenylphosphine,DMAc
1076,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,C,45.17,Cesium pivalate,1268824-69-6,DMAc
1077,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,C,13.46,Cesium pivalate,JackiePhos,DMAc
1078,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,C,83.85,Cesium pivalate,SCHEMBL15068049,DMAc
1079,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CC(N(C)C)=O,0.1,C,0,Cesium pivalate,Me2PPh,DMAc
1080,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCC#N,0.1,C,13.89,Potassium acetate,P(2-furyl)3,Butyornitrile
1081,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCC#N,0.1,C,0,Potassium acetate,Methyldiphenylphosphine,Butyornitrile
1082,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCC#N,0.1,C,22.06,Potassium acetate,1268824-69-6,Butyornitrile
1083,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCC#N,0.1,C,20.08,Potassium acetate,JackiePhos,Butyornitrile
1084,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCC#N,0.1,C,67.57,Potassium acetate,SCHEMBL15068049,Butyornitrile
1085,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CCCC#N,0.1,C,0,Potassium acetate,Me2PPh,Butyornitrile
1086,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCC#N,0.1,C,40.02,Potassium pivalate,P(2-furyl)3,Butyornitrile
1087,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCC#N,0.1,C,0,Potassium pivalate,Methyldiphenylphosphine,Butyornitrile
1088,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCC#N,0.1,C,56.45,Potassium pivalate,1268824-69-6,Butyornitrile
1089,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCC#N,0.1,C,16.47,Potassium pivalate,JackiePhos,Butyornitrile
1090,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCC#N,0.1,C,70.51,Potassium pivalate,SCHEMBL15068049,Butyornitrile
1091,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CCCC#N,0.1,C,0,Potassium pivalate,Me2PPh,Butyornitrile
1092,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCC#N,0.1,C,13.75,Cesium acetate,P(2-furyl)3,Butyornitrile
1093,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCC#N,0.1,C,0,Cesium acetate,Methyldiphenylphosphine,Butyornitrile
1094,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCC#N,0.1,C,40.61,Cesium acetate,1268824-69-6,Butyornitrile
1095,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCC#N,0.1,C,23.5,Cesium acetate,JackiePhos,Butyornitrile
1096,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCC#N,0.1,C,88.82,Cesium acetate,SCHEMBL15068049,Butyornitrile
1097,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CCCC#N,0.1,C,0,Cesium acetate,Me2PPh,Butyornitrile
1098,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCC#N,0.1,C,37.73,Cesium pivalate,P(2-furyl)3,Butyornitrile
1099,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCC#N,0.1,C,0,Cesium pivalate,Methyldiphenylphosphine,Butyornitrile
1100,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCC#N,0.1,C,48.15,Cesium pivalate,1268824-69-6,Butyornitrile
1101,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCC#N,0.1,C,12.12,Cesium pivalate,JackiePhos,Butyornitrile
1102,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCC#N,0.1,C,71.57,Cesium pivalate,SCHEMBL15068049,Butyornitrile
1103,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CCCC#N,0.1,C,0,Cesium pivalate,Me2PPh,Butyornitrile
1104,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.1,C,21.34,Potassium acetate,P(2-furyl)3,Butyl Ester
1105,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.1,C,0,Potassium acetate,Methyldiphenylphosphine,Butyl Ester
1106,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.1,C,11.31,Potassium acetate,1268824-69-6,Butyl Ester
1107,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.1,C,7.82,Potassium acetate,JackiePhos,Butyl Ester
1108,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.1,C,51.37,Potassium acetate,SCHEMBL15068049,Butyl Ester
1109,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.1,C,0,Potassium acetate,Me2PPh,Butyl Ester
1110,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.1,C,21,Potassium pivalate,P(2-furyl)3,Butyl Ester
1111,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.1,C,0.31,Potassium pivalate,Methyldiphenylphosphine,Butyl Ester
1112,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.1,C,35.43,Potassium pivalate,1268824-69-6,Butyl Ester
1113,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.1,C,6.73,Potassium pivalate,JackiePhos,Butyl Ester
1114,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.1,C,42.62,Potassium pivalate,SCHEMBL15068049,Butyl Ester
1115,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.1,C,0,Potassium pivalate,Me2PPh,Butyl Ester
1116,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.1,C,14.73,Cesium acetate,P(2-furyl)3,Butyl Ester
1117,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.1,C,0,Cesium acetate,Methyldiphenylphosphine,Butyl Ester
1118,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.1,C,29.75,Cesium acetate,1268824-69-6,Butyl Ester
1119,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.1,C,4.06,Cesium acetate,JackiePhos,Butyl Ester
1120,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.1,C,57.84,Cesium acetate,SCHEMBL15068049,Butyl Ester
1121,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.1,C,0,Cesium acetate,Me2PPh,Butyl Ester
1122,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.1,C,15.21,Cesium pivalate,P(2-furyl)3,Butyl Ester
1123,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.1,C,0,Cesium pivalate,Methyldiphenylphosphine,Butyl Ester
1124,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.1,C,42.04,Cesium pivalate,1268824-69-6,Butyl Ester
1125,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.1,C,2.48,Cesium pivalate,JackiePhos,Butyl Ester
1126,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.1,C,26.74,Cesium pivalate,SCHEMBL15068049,Butyl Ester
1127,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.1,C,0,Cesium pivalate,Me2PPh,Butyl Ester
1128,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.1,C,9.72,Potassium acetate,P(2-furyl)3,p-Xylene
1129,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.1,C,0,Potassium acetate,Methyldiphenylphosphine,p-Xylene
1130,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.1,C,7.43,Potassium acetate,1268824-69-6,p-Xylene
1131,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.1,C,7.03,Potassium acetate,JackiePhos,p-Xylene
1132,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.1,C,46.75,Potassium acetate,SCHEMBL15068049,p-Xylene
1133,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.1,C,0,Potassium acetate,Me2PPh,p-Xylene
1134,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.1,C,16.71,Potassium pivalate,P(2-furyl)3,p-Xylene
1135,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.1,C,0,Potassium pivalate,Methyldiphenylphosphine,p-Xylene
1136,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.1,C,21.25,Potassium pivalate,1268824-69-6,p-Xylene
1137,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.1,C,11.69,Potassium pivalate,JackiePhos,p-Xylene
1138,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.1,C,40.85,Potassium pivalate,SCHEMBL15068049,p-Xylene
1139,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.1,C,0,Potassium pivalate,Me2PPh,p-Xylene
1140,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.1,C,19.04,Cesium acetate,P(2-furyl)3,p-Xylene
1141,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.1,C,0,Cesium acetate,Methyldiphenylphosphine,p-Xylene
1142,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.1,C,21.42,Cesium acetate,1268824-69-6,p-Xylene
1143,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.1,C,8.31,Cesium acetate,JackiePhos,p-Xylene
1144,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.1,C,62.73,Cesium acetate,SCHEMBL15068049,p-Xylene
1145,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.1,C,0,Cesium acetate,Me2PPh,p-Xylene
1146,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.1,C,14.75,Cesium pivalate,P(2-furyl)3,p-Xylene
1147,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.1,C,0,Cesium pivalate,Methyldiphenylphosphine,p-Xylene
1148,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.1,C,9.03,Cesium pivalate,1268824-69-6,p-Xylene
1149,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.1,C,8.89,Cesium pivalate,JackiePhos,p-Xylene
1150,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.1,C,20.03,Cesium pivalate,SCHEMBL15068049,p-Xylene
1151,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.1,C,0,Cesium pivalate,Me2PPh,p-Xylene
1152,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.057,A,14.53,Potassium acetate,P(2-furyl)3,DMAc
1153,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(N(C)C)=O,0.057,A,7.3,Potassium acetate,Methyldiphenylphosphine,DMAc
